smiles	idnumber	name	mw	logp	hba	hbd	rotb	tpsa	fsp3	hac
CS(=O)(=O)NCC(=O)N1CCCC1	IMED228789869	N-[2-oxo-2-(pyrrolidin-1-yl)ethyl]methanesulfonamide	206.267	-0.842	3	1	3	66.48	0.857	13
CCN(CC)C(=O)C(C)S(C)(=O)=O	IMED415299753	N,N-diethyl-2-methanesulfonylpropanamide	207.295	0.288	3	0	4	54.45	0.875	13
CC(C(=O)N1CCCC1)S(C)(=O)=O	IMED415294937	2-methanesulfonyl-1-(pyrrolidin-1-yl)propan-1-one	205.279	0.042	3	0	2	54.45	0.875	13
CC1CN(CCC#N)CCS1(=O)=O	IMED1241358015	3-(2-methyl-1,1-dioxo-1lambda6-thiomorpholin-4-yl)propanenitrile	202.279	0.019	4	0	2	61.17	0.875	13
CCC(C)NC(=O)C(C)S(C)(=O)=O	IMED415293735	N-(butan-2-yl)-2-methanesulfonylpropanamide	207.295	0.334	3	1	4	63.24	0.875	13
CC(C)CNC(=O)C(C)S(C)(=O)=O	IMED415307875	2-methanesulfonyl-N-(2-methylpropyl)propanamide	207.295	0.192	3	1	4	63.24	0.875	13
CC(CO)N(C)S(=O)(=O)CC1CC1	IMED1559067362	1-cyclopropyl-N-(1-hydroxypropan-2-yl)-N-methylmethanesulfonamide	207.295	0.039	3	1	5	57.61	1.0	13
COCCS(=O)(=O)N(C)C(C)CO	IMED1530203129	N-(1-hydroxypropan-2-yl)-2-methoxy-N-methylethane-1-sulfonamide	211.283	-0.725	4	1	6	66.84	1.0	13
CC(C(=O)N1CCCO1)S(C)(=O)=O	IMED1720410644	2-methanesulfonyl-1-(1,2-oxazolidin-2-yl)propan-1-one	207.251	-0.417	4	0	2	63.68	0.857	13
CCCCS(=O)(=O)N(C)C(C)CO	IMED1530202363	N-(1-hydroxypropan-2-yl)-N-methylbutane-1-sulfonamide	209.311	0.429	3	1	6	57.61	1.0	13
C[C@@H](CO)NC(=O)NCC(F)(F)F	IMED1310850688	1-[(2S)-1-hydroxypropan-2-yl]-3-(2,2,2-trifluoroethyl)urea	200.16	0.229	2	3	3	61.36	0.833	13
CC(O)CNC(=O)NCC(F)(F)F	IMED432705655	1-(2-hydroxypropyl)-3-(2,2,2-trifluoroethyl)urea	200.16	0.229	2	3	3	61.36	0.833	13
CCCS(=O)(=O)NC(C)CS(C)=O	IMED1653170293	N-(1-methanesulfinylpropan-2-yl)propane-1-sulfonamide	227.351	0.083	3	1	6	63.24	1.0	13
CCS(=O)(=O)NCCC(C)S(C)=O	IMED1438315582	N-(3-methanesulfinylbutyl)ethane-1-sulfonamide	227.351	0.083	3	1	6	63.24	1.0	13
CC(C)C(O)CNS(=O)(=O)N(C)C	IMED1497173307	[(2-hydroxy-3-methylbutyl)sulfamoyl]dimethylamine	210.299	-0.601	3	2	5	69.64	1.0	13
CC(C)C(O)CNS(=O)(=O)C1CC1	IMED1497172480	N-(2-hydroxy-3-methylbutyl)cyclopropanesulfonamide	207.295	0.085	3	2	5	66.4	1.0	13
CCCC(O)CNS(=O)(=O)C1CC1	IMED1497113981	N-(2-hydroxypentyl)cyclopropanesulfonamide	207.295	0.229	3	2	6	66.4	1.0	13
CCC(CCO)NS(=O)(=O)N(C)C	IMED1497180135	[(1-hydroxypentan-3-yl)sulfamoyl]dimethylamine	210.299	-0.457	3	2	6	69.64	1.0	13
CN(C)C(=O)C1CCCCS1(=O)=O	IMED1665672136	N,N-dimethyl-1,1-dioxo-1lambda6-thiane-2-carboxamide	205.279	0.042	3	0	1	54.45	0.875	13
CCC(O)CCNS(=O)(=O)N(C)C	IMED1470931050	[(3-hydroxypentyl)sulfamoyl]dimethylamine	210.299	-0.457	3	2	6	69.64	1.0	13
CCCC(O)CNS(=O)(=O)N(C)C	IMED1497114441	[(2-hydroxypentyl)sulfamoyl]dimethylamine	210.299	-0.457	3	2	6	69.64	1.0	13
CCC(O)CCNS(=O)(=O)C1CC1	IMED1470930335	N-(3-hydroxypentyl)cyclopropanesulfonamide	207.295	0.229	3	2	6	66.4	1.0	13
CC[C@H](CO)NS(=O)(=O)CC1CC1	IMED1593295121	1-cyclopropyl-N-[(2R)-1-hydroxybutan-2-yl]methanesulfonamide	207.295	0.087	3	2	6	66.4	1.0	13
CC(O)CCN(C)S(=O)(=O)N(C)C	IMED1459976397	[(3-hydroxybutyl)(methyl)sulfamoyl]dimethylamine	210.299	-0.504	3	1	5	60.85	1.0	13
CCCS(=O)(=O)N(C)CCC(C)O	IMED1271412855	N-(3-hydroxybutyl)-N-methylpropane-1-sulfonamide	209.311	0.429	3	1	6	57.61	1.0	13
CC(O)CCN(C)S(=O)(=O)C1CC1	IMED1459975927	N-(3-hydroxybutyl)-N-methylcyclopropanesulfonamide	207.295	0.181	3	1	5	57.61	1.0	13
CC(O)C(C)(C)NC1=NC(C)=NS1	IMED1577083503	3-methyl-3-[(3-methyl-1,2,4-thiadiazol-5-yl)amino]butan-2-ol	201.295	1.418	5	2	3	58.04	0.75	13
CCCS(=O)(=O)NCC1(O)CCC1	IMED1247496753	N-[(1-hydroxycyclobutyl)methyl]propane-1-sulfonamide	207.295	0.231	3	2	5	66.4	1.0	13
CC(CS(C)=O)NC(=O)NC1CC1	IMED1650952419	1-cyclopropyl-3-(1-methanesulfinylpropan-2-yl)urea	204.295	0.215	2	2	4	58.2	0.875	13
CN(C)S(=O)(=O)NCC1(O)CCC1	IMED1496957436	1-{[(dimethylsulfamoyl)amino]methyl}cyclobutan-1-ol	208.283	-0.703	3	2	4	69.64	1.0	13
CCNC(=O)NC(C)CS(C)(=O)=O	IMED1196546708	1-ethyl-3-(1-methanesulfonylpropan-2-yl)urea	208.283	-0.261	3	2	4	75.27	0.857	13
CCNC(=O)N1CCS(=O)(=O)CC1	IMED1124489442	N-ethyl-1,1-dioxo-1lambda6-thiomorpholine-4-carboxamide	206.267	-0.554	3	1	1	66.48	0.857	13
CC(O)CN1N=CC(Br)=C(Br)C1=O	IMED1993977674	4,5-dibromo-2-(2-hydroxypropyl)-2,3-dihydropyridazin-3-one	311.961	1.149	4	1	2	55.12	0.429	13
OCCNS(=O)(=O)NCC(F)(F)F	IMED1998311581	[(2-hydroxyethyl)sulfamoyl](2,2,2-trifluoroethyl)amine	222.188	-1.035	3	3	5	78.43	1.0	13
CC(C)NS(=O)(=O)NC(C)CCO	IMED1618572023	(4-hydroxybutan-2-yl)[(propan-2-yl)sulfamoyl]amine	210.299	-0.41	3	3	6	78.43	1.0	13
CCCNS(=O)(=O)NC(C)CCO	IMED2200497802	(4-hydroxybutan-2-yl)(propylsulfamoyl)amine	210.299	-0.409	3	3	7	78.43	1.0	13
CCC(CCO)NS(=O)(=O)C1CC1	IMED1497179674	N-(1-hydroxypentan-3-yl)cyclopropanesulfonamide	207.295	0.229	3	2	6	66.4	1.0	13
CC(C)NS(=O)(=O)N(C)C(C)CO	IMED1618641607	(1-hydroxypropan-2-yl)(methyl)[(propan-2-yl)sulfamoyl]amine	210.299	-0.458	3	2	5	69.64	1.0	13
CC(CO)N(C)S(=O)(=O)NC1CC1	IMED1725800975	(cyclopropylsulfamoyl)(1-hydroxypropan-2-yl)methylamine	208.283	-0.704	3	2	5	69.64	1.0	13
CCCNS(=O)(=O)N(C)C(C)CO	IMED2200609850	(1-hydroxypropan-2-yl)(methyl)(propylsulfamoyl)amine	210.299	-0.457	3	2	6	69.64	1.0	13
CCN(CCO)S(=O)(=O)NC(C)C	IMED1618562328	[ethyl(2-hydroxyethyl)sulfamoyl](propan-2-yl)amine	210.299	-0.457	3	2	6	69.64	1.0	13
CCN(CCO)S(=O)(=O)NC1CC1	IMED1725537422	(cyclopropylsulfamoyl)(ethyl)(2-hydroxyethyl)amine	208.283	-0.703	3	2	6	69.64	1.0	13
CCCNS(=O)(=O)N(CC)CCO	IMED2200483374	ethyl(2-hydroxyethyl)(propylsulfamoyl)amine	210.299	-0.455	3	2	7	69.64	1.0	13
CC[C@H](CO)NS(=O)(=O)NC(C)C	IMED1618690262	{[(2R)-1-hydroxybutan-2-yl]sulfamoyl}(propan-2-yl)amine	210.299	-0.41	3	3	6	78.43	1.0	13
CC[C@H](CO)NS(=O)(=O)NC1CC1	IMED1725881303	(cyclopropylsulfamoyl)[(2R)-1-hydroxybutan-2-yl]amine	208.283	-0.656	3	3	6	78.43	1.0	13
CCCNS(=O)(=O)N[C@H](CC)CO	IMED2200649063	[(2R)-1-hydroxybutan-2-yl](propylsulfamoyl)amine	210.299	-0.409	3	3	7	78.43	1.0	13
COC(=O)CNS(=O)(=O)NC1CC1	IMED1725051799	methyl 2-[(cyclopropylsulfamoyl)amino]acetate	208.239	-1.254	4	2	5	84.5	0.833	13
CC(CC#N)NS(=O)(=O)NC1CC1	IMED1725319012	(1-cyanopropan-2-yl)(cyclopropylsulfamoyl)amine	203.267	-0.125	3	2	5	81.99	0.857	13
COC(=O)CNS(=O)(=O)NC(C)C	IMED1618450467	methyl 2-{[(propan-2-yl)sulfamoyl]amino}acetate	210.255	-1.008	4	2	5	84.5	0.833	13
CC(C)NS(=O)(=O)NC(C)CC#N	IMED1618507025	(1-cyanopropan-2-yl)[(propan-2-yl)sulfamoyl]amine	205.283	0.121	3	2	5	81.99	0.857	13
CC(C)NS(=O)(=O)N1CCCCO1	IMED1797086471	N-(propan-2-yl)-1,2-oxazinane-2-sulfonamide	208.283	0.257	3	1	3	58.64	1.0	13
CCCNS(=O)(=O)N1CCCCO1	IMED2200724534	N-propyl-1,2-oxazinane-2-sulfonamide	208.283	0.258	3	1	4	58.64	1.0	13
CC(O)CCNS(=O)(=O)NC1CC1	IMED1725541749	(cyclopropylsulfamoyl)(3-hydroxybutyl)amine	208.283	-0.656	3	3	6	78.43	1.0	13
CC(C)NS(=O)(=O)NCCC(C)O	IMED1618563753	(3-hydroxybutyl)[(propan-2-yl)sulfamoyl]amine	210.299	-0.41	3	3	6	78.43	1.0	13
CCCNS(=O)(=O)NCCC(C)O	IMED2200485405	(3-hydroxybutyl)(propylsulfamoyl)amine	210.299	-0.409	3	3	7	78.43	1.0	13
CC(C)NS(=O)(=O)NCC(C)CO	IMED1618565621	(3-hydroxy-2-methylpropyl)[(propan-2-yl)sulfamoyl]amine	210.299	-0.553	3	3	6	78.43	1.0	13
CCCNS(=O)(=O)NCC(C)CO	IMED2200488274	(3-hydroxy-2-methylpropyl)(propylsulfamoyl)amine	210.299	-0.551	3	3	7	78.43	1.0	13
CC(CO)CNS(=O)(=O)NC1CC1	IMED1665007588	(cyclopropylsulfamoyl)(3-hydroxy-2-methylpropyl)amine	208.283	-0.799	3	3	6	78.43	1.0	13
CCCNS(=O)(=O)NC(C)CC#N	IMED2200377973	(1-cyanopropan-2-yl)(propylsulfamoyl)amine	205.283	0.123	3	2	6	81.99	0.857	13
CC(C)(O)CNS(=O)(=O)NC1CC1	IMED1725555696	(cyclopropylsulfamoyl)(2-hydroxy-2-methylpropyl)amine	208.283	-0.656	3	3	5	78.43	1.0	13
CCCNS(=O)(=O)NCC(C)(C)O	IMED2200492017	(2-hydroxy-2-methylpropyl)(propylsulfamoyl)amine	210.299	-0.409	3	3	6	78.43	1.0	13
CC(C)NS(=O)(=O)N1CC(C)(O)C1	IMED2017426624	3-hydroxy-3-methyl-N-(propan-2-yl)azetidine-1-sulfonamide	208.283	-0.704	3	2	3	69.64	1.0	13
CCCNS(=O)(=O)N1CC(C)(O)C1	IMED2200766223	3-hydroxy-3-methyl-N-propylazetidine-1-sulfonamide	208.283	-0.703	3	2	4	69.64	1.0	13
CC(C)NS(=O)(=O)N1CC(CO)C1	IMED1725951328	3-(hydroxymethyl)-N-(propan-2-yl)azetidine-1-sulfonamide	208.283	-0.847	3	2	4	69.64	1.0	13
CCCNS(=O)(=O)N1CC(CO)C1	IMED2200668890	3-(hydroxymethyl)-N-propylazetidine-1-sulfonamide	208.283	-0.845	3	2	5	69.64	1.0	13
O[C@@H]1CCN(C1)S(=O)(=O)NC1CC1	IMED1665007645	(3R)-N-cyclopropyl-3-hydroxypyrrolidine-1-sulfonamide	206.267	-0.95	3	2	3	69.64	1.0	13
CC(C)NS(=O)(=O)N1CC[C@@H](O)C1	IMED1618568630	(3R)-3-hydroxy-N-(propan-2-yl)pyrrolidine-1-sulfonamide	208.283	-0.704	3	2	3	69.64	1.0	13
CCCNS(=O)(=O)N1CC[C@@H](O)C1	IMED2200492628	(3R)-3-hydroxy-N-propylpyrrolidine-1-sulfonamide	208.283	-0.703	3	2	4	69.64	1.0	13
CC(C)NS(=O)(=O)N1CC[C@H](O)C1	IMED1618564607	(3S)-3-hydroxy-N-(propan-2-yl)pyrrolidine-1-sulfonamide	208.283	-0.704	3	2	3	69.64	1.0	13
O[C@H]1CCN(C1)S(=O)(=O)NC1CC1	IMED1725544459	(3S)-N-cyclopropyl-3-hydroxypyrrolidine-1-sulfonamide	206.267	-0.95	3	2	3	69.64	1.0	13
CCOC(C)(C)CNS(=O)(=O)CC	IMED1766413952	N-(2-ethoxy-2-methylpropyl)ethane-1-sulfonamide	209.311	0.741	3	1	6	55.4	1.0	13
CCS(=O)(=O)N(CCO)CC(F)F	IMED1958829303	N-(2,2-difluoroethyl)-N-(2-hydroxyethyl)ethane-1-sulfonamide	217.237	-0.104	3	1	6	57.61	1.0	13
COC(C)CNS(=O)(=O)NC1CC1	IMED1797060180	(cyclopropylsulfamoyl)(2-methoxypropyl)amine	208.283	-0.392	3	2	6	67.43	1.0	13
CCCNS(=O)(=O)NCC(C)OC	IMED2200724163	(2-methoxypropyl)(propylsulfamoyl)amine	210.299	-0.145	3	2	7	67.43	1.0	13
CC(C)NS(=O)(=O)NCC(C)(C)O	IMED1618568184	(2-hydroxy-2-methylpropyl)[(propan-2-yl)sulfamoyl]amine	210.299	-0.41	3	3	5	78.43	1.0	13
COC(C)CNS(=O)(=O)CC1CC1	IMED1797062195	1-cyclopropyl-N-(2-methoxypropyl)methanesulfonamide	207.295	0.351	3	1	6	55.4	1.0	13
CCC(SC1CCOC1C)C(N)=O	IMED1514042350	2-[(2-methyloxolan-3-yl)sulfanyl]butanamide	203.307	1.161	3	1	4	52.32	0.889	13
CCCNS(=O)(=O)N1CC[C@H](O)C1	IMED2200486713	(3S)-3-hydroxy-N-propylpyrrolidine-1-sulfonamide	208.283	-0.703	3	2	4	69.64	1.0	13
CC1OCCC1S(=O)CCCC#N	IMED1728351517	4-[(2-methyloxolan-3-yl)sulfinyl]butanenitrile	201.291	1.216	3	0	4	50.09	0.889	13
CC(O)CN1CCS(=O)(=O)C(C)C1	IMED1989715357	4-(2-hydroxypropyl)-2-methyl-1lambda6-thiomorpholine-1,1-dione	207.295	-0.514	4	1	2	57.61	1.0	13
CC(O)CN1CCS(=O)(=O)CC1C	IMED1989717133	4-(2-hydroxypropyl)-3-methyl-1lambda6-thiomorpholine-1,1-dione	207.295	-0.514	4	1	2	57.61	1.0	13
COC(C)CNS(=O)(=O)NC(C)C	IMED1797059396	[(2-methoxypropyl)sulfamoyl](propan-2-yl)amine	210.299	-0.146	3	2	6	67.43	1.0	13
CCS(=O)(=O)CC(=O)N1CCCC1	IMED417085895	2-(ethanesulfonyl)-1-(pyrrolidin-1-yl)ethan-1-one	205.279	0.044	3	0	3	54.45	0.875	13
CN(C)S(=O)(=O)C1=C(C)ON=C1N	IMED1981353688	3-amino-N,N,5-trimethyl-1,2-oxazole-4-sulfonamide	205.239	-0.184	5	1	2	89.43	0.5	13
CN(C)C(=O)NCC(O)C(F)(F)F	IMED339914403	1,1-dimethyl-3-(3,3,3-trifluoro-2-hydroxypropyl)urea	200.16	0.181	2	2	2	52.57	0.833	13
CC(C)(C)CCS(=O)(=O)NCCO	IMED1247494562	N-(2-hydroxyethyl)-3,3-dimethylbutane-1-sulfonamide	209.311	0.334	3	2	5	66.4	1.0	13
COC1CN(CC1OC)S(C)(=O)=O	IMED1849478229	1-methanesulfonyl-3,4-dimethoxypyrrolidine	209.267	-0.708	4	0	3	55.84	1.0	13
OC1CN(CC2=NC=CS2)CC1O	IMED1887795683	1-[(1,3-thiazol-2-yl)methyl]pyrrolidine-3,4-diol	200.263	-0.32	5	2	2	56.59	0.625	13
CC(O)CN(C)C(C)CS(C)(=O)=O	IMED1778391880	1-[(1-methanesulfonylpropan-2-yl)(methyl)amino]propan-2-ol	209.311	-0.268	4	1	5	57.61	1.0	13
CCN(C)C(=O)CNS(=O)(=O)CC	IMED1461813101	2-ethanesulfonamido-N-ethyl-N-methylacetamide	208.283	-0.596	3	1	5	66.48	0.857	13
CC1=NSC(=N1)N1CC(O)C(O)C1	IMED1874399266	1-(3-methyl-1,2,4-thiadiazol-5-yl)pyrrolidine-3,4-diol	201.251	-0.612	6	2	1	69.48	0.714	13
COCCC1(CNS(C)(=O)=O)CC1	IMED1454867260	N-{[1-(2-methoxyethyl)cyclopropyl]methyl}methanesulfonamide	207.295	0.352	3	1	6	55.4	1.0	13
CN1N=CC(CNS(C)(=O)=O)=C1C	IMED1527319253	N-[(1,5-dimethyl-1H-pyrazol-4-yl)methyl]methanesulfonamide	203.267	-0.222	4	1	3	63.99	0.571	13
CC(O)C1CCN(CC1)S(C)(=O)=O	IMED1247498134	1-(1-methanesulfonylpiperidin-4-yl)ethan-1-ol	207.295	0.039	3	1	2	57.61	1.0	13
CC(C)NS(=O)(=O)NCCCCO	IMED2145452068	(4-hydroxybutyl)[(propan-2-yl)sulfamoyl]amine	210.299	-0.409	3	3	7	78.43	1.0	13
OCCCCNS(=O)(=O)NC1CC1	IMED2145453893	(cyclopropylsulfamoyl)(4-hydroxybutyl)amine	208.283	-0.655	3	3	7	78.43	1.0	13
CCS(=O)(=O)NC(C)(C)CC(N)=O	IMED1674064784	3-ethanesulfonamido-3-methylbutanamide	208.283	-0.42	3	2	5	89.26	0.857	13
CC1OCCC1(O)CNS(C)(=O)=O	IMED1919396564	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]methanesulfonamide	209.267	-0.924	4	2	3	75.63	1.0	13
CSCC(=O)NCC1(O)CCOC1	IMED1516091292	N-[(3-hydroxyoxolan-3-yl)methyl]-2-(methylsulfanyl)acetamide	205.279	-0.383	4	2	4	58.56	0.875	13
CC(C)(CCCO)CNS(C)(=O)=O	IMED1579261741	N-(5-hydroxy-2,2-dimethylpentyl)methanesulfonamide	209.311	0.334	3	2	6	66.4	1.0	13
CN(C)CC(C)(O)CNS(C)(=O)=O	IMED1498805320	N-[3-(dimethylamino)-2-hydroxy-2-methylpropyl]methanesulfonamide	210.299	-1.152	4	2	5	69.64	1.0	13
CC(O)C(C)SCC1=NN(C)N=N1	IMED1994014540	3-{[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl]sulfanyl}butan-2-ol	202.283	0.213	6	1	4	63.83	0.857	13
CSC(CO)C(C)NC(=O)N(C)C	IMED1247597060	1-[4-hydroxy-3-(methylsulfanyl)butan-2-yl]-3,3-dimethylurea	206.311	0.37	3	2	4	52.57	0.875	13
CCS(=O)(=O)NC(C)C(CO)SC	IMED1588042923	N-[4-hydroxy-3-(methylsulfanyl)butan-2-yl]ethane-1-sulfonamide	227.351	0.038	4	2	6	66.4	1.0	13
CCS(=O)(=O)NC(C)(C)C(C)(C)O	IMED1607561856	N-(3-hydroxy-2,3-dimethylbutan-2-yl)ethane-1-sulfonamide	209.311	0.475	3	2	4	66.4	1.0	13
CC(C)(C)C(CCO)NS(C)(=O)=O	IMED1247494929	N-(1-hydroxy-4,4-dimethylpentan-3-yl)methanesulfonamide	209.311	0.333	3	2	4	66.4	1.0	13
OCC(F)(F)CNS(=O)(=O)C1CC1	IMED1699617769	N-(2,2-difluoro-3-hydroxypropyl)cyclopropanesulfonamide	215.221	-0.304	3	2	5	66.4	1.0	13
COCCC(C)(O)CNS(C)(=O)=O	IMED1247499567	N-(2-hydroxy-4-methoxy-2-methylbutyl)methanesulfonamide	211.283	-0.677	4	2	6	75.63	1.0	13
CNC(=O)C(C)(C)CNS(C)(=O)=O	IMED1478521717	3-methanesulfonamido-N,2,2-trimethylpropanamide	208.283	-0.692	3	2	4	75.27	0.857	13
CCC(CC)C(O)CNS(C)(=O)=O	IMED1247499597	N-(3-ethyl-2-hydroxypentyl)methanesulfonamide	209.311	0.333	3	2	6	66.4	1.0	13
CNS(=O)(=O)CCNC(=O)C(C)C	IMED1788047972	2-methyl-N-[2-(methylsulfamoyl)ethyl]propanamide	208.283	-0.692	3	2	5	75.27	0.857	13
CNS(=O)(=O)CCNC(=O)C1CC1	IMED1788034465	N-[2-(methylsulfamoyl)ethyl]cyclopropanecarboxamide	206.267	-0.938	3	2	5	75.27	0.857	13
CN(C)S(=O)(=O)NCCCCCO	IMED1939285064	(dimethylsulfamoyl)(5-hydroxypentyl)amine	210.299	-0.455	3	2	7	69.64	1.0	13
CSCC(C)(O)CNC(=O)N(C)C	IMED1240967398	1-[2-hydroxy-2-methyl-3-(methylsulfanyl)propyl]-3,3-dimethylurea	206.311	0.372	3	2	4	52.57	0.875	13
COC(=O)[C@@H](C)NS(=O)(=O)C1CC1	IMED1420518647	methyl (2R)-2-cyclopropanesulfonamidopropanoate	207.251	-0.37	4	1	4	72.47	0.857	13
CCCS(=O)(=O)NCC(F)(F)CO	IMED1699614023	N-(2,2-difluoro-3-hydroxypropyl)propane-1-sulfonamide	217.237	-0.057	3	2	6	66.4	1.0	13
COC(=O)[C@@H](C)NS(=O)(=O)N(C)C	IMED1420518788	methyl (2R)-2-[(dimethylsulfamoyl)amino]propanoate	210.255	-1.056	4	1	4	75.71	0.833	13
COC(=O)[C@H](C)NS(=O)(=O)C1CC1	IMED1270927071	methyl (2S)-2-cyclopropanesulfonamidopropanoate	207.251	-0.37	4	1	4	72.47	0.857	13
COC(=O)[C@H](C)NS(=O)(=O)N(C)C	IMED414683017	methyl (2S)-2-[(dimethylsulfamoyl)amino]propanoate	210.255	-1.056	4	1	4	75.71	0.833	13
CC(NS(C)(=O)=O)C1=CN(C)N=C1	IMED1271293779	N-[1-(1-methyl-1H-pyrazol-4-yl)ethyl]methanesulfonamide	203.267	0.03	4	1	3	63.99	0.571	13
C[C@@H](O)CNS(=O)(=O)CCC1CC1	IMED1575696961	2-cyclopropyl-N-[(2R)-2-hydroxypropyl]ethane-1-sulfonamide	207.295	0.087	3	2	6	66.4	1.0	13
C[C@H](O)CNS(=O)(=O)CCC1CC1	IMED1575696930	2-cyclopropyl-N-[(2S)-2-hydroxypropyl]ethane-1-sulfonamide	207.295	0.087	3	2	6	66.4	1.0	13
OCCNS(=O)(=O)CCC1CCC1	IMED2158214859	2-cyclobutyl-N-(2-hydroxyethyl)ethane-1-sulfonamide	207.295	0.088	3	2	6	66.4	1.0	13
CN(C)S(=O)(=O)CCN(C)CC#N	IMED2069219490	2-[(cyanomethyl)(methyl)amino]-N,N-dimethylethane-1-sulfonamide	205.283	-0.667	4	0	5	64.41	0.857	13
CC(C)(C)OC(=O)CNS(C)(=O)=O	IMED1213048012	tert-butyl 2-methanesulfonamidoacetate	209.267	-0.123	4	1	3	72.47	0.857	13
CCNC(=O)CNS(=O)(=O)N(C)C	IMED355242483	2-[(dimethylsulfamoyl)amino]-N-ethylacetamide	209.271	-1.481	3	2	5	78.51	0.833	13
CN(C)C(=O)CNS(=O)(=O)N(C)C	IMED355241255	2-[(dimethylsulfamoyl)amino]-N,N-dimethylacetamide	209.271	-1.529	3	1	4	69.72	0.833	13
O=S(=O)(CCC#N)N1CCOCC1	IMED2158104277	3-(morpholine-4-sulfonyl)propanenitrile	204.251	-0.438	4	0	3	70.4	0.857	13
CN(C)S(=O)(=O)NCC1=NC=CS1	IMED741395939	dimethyl({[(1,3-thiazol-2-yl)methyl]sulfamoyl})amine	221.307	0.039	4	1	4	62.3	0.5	13
CN(C)S(=O)(=O)NCC(F)(F)CO	IMED1699614342	(2,2-difluoro-3-hydroxypropyl)(dimethylsulfamoyl)amine	218.225	-0.99	3	2	5	69.64	1.0	13
CC(CO)NS(=O)(=O)CCC1CC1	IMED1575670119	2-cyclopropyl-N-(1-hydroxypropan-2-yl)ethane-1-sulfonamide	207.295	0.087	3	2	6	66.4	1.0	13
COCCNS(=O)(=O)CC(C)(C)C	IMED1255715016	N-(2-methoxyethyl)-2,2-dimethylpropane-1-sulfonamide	209.311	0.598	3	1	5	55.4	1.0	13
CCOCCCNS(=O)(=O)N(C)C	IMED355214875	[(3-ethoxypropyl)sulfamoyl]dimethylamine	210.299	-0.191	3	1	7	58.64	1.0	13
CCN(C)CCNS(=O)(=O)N(C)C	IMED916127863	({2-[ethyl(methyl)amino]ethyl}sulfamoyl)dimethylamine	209.315	-0.666	3	1	6	52.65	1.0	13
CC1OCCC1NS(=O)(=O)N(C)C	IMED1545097672	dimethyl[(2-methyloxolan-3-yl)sulfamoyl]amine	208.283	-0.44	3	1	3	58.64	1.0	13
CCC(COC)NS(=O)(=O)N(C)C	IMED1241641923	[(1-methoxybutan-2-yl)sulfamoyl]dimethylamine	210.299	-0.193	3	1	6	58.64	1.0	13
COCCCCNS(=O)(=O)N(C)C	IMED741282699	[(4-methoxybutyl)sulfamoyl]dimethylamine	210.299	-0.191	3	1	7	58.64	1.0	13
CN(C)S(=O)(=O)NCC1=CSC=N1	IMED961474615	dimethyl({[(1,3-thiazol-4-yl)methyl]sulfamoyl})amine	221.307	0.039	4	1	4	62.3	0.5	13
CN(C)S(=O)(=O)NC1CCCOC1	IMED1141363042	dimethyl[(oxan-3-yl)sulfamoyl]amine	208.283	-0.439	3	1	3	58.64	1.0	13
CCN(CC(N)=O)S(=O)(=O)N(C)C	IMED1829567653	2-[(dimethylsulfamoyl)(ethyl)amino]acetamide	209.271	-1.4	3	1	5	83.71	0.833	13
C=CCNC(=O)NC1CCS(=O)C1	IMED1322739520	1-(1-oxo-1lambda4-thiolan-3-yl)-3-(prop-2-en-1-yl)urea	202.279	-0.007	2	2	3	58.2	0.625	13
CC(=O)NC(C)(C)CCS(C)(=O)=O	IMED1275649711	N-(4-methanesulfonyl-2-methylbutan-2-yl)acetamide	207.295	0.336	3	1	4	63.24	0.875	13
CC(C)NC(=O)CS(=O)(=O)N(C)C	IMED1654744321	2-(dimethylsulfamoyl)-N-(propan-2-yl)acetamide	208.283	-0.598	3	1	4	66.48	0.857	13
CC(C)CCNS(=O)(=O)C1COC1	IMED1823997773	N-(3-methylbutyl)oxetane-3-sulfonamide	207.295	0.351	3	1	5	55.4	1.0	13
CC(C)N(C)C(=O)C(C)S(C)(=O)=O	IMED443070207	2-methanesulfonyl-N-methyl-N-(propan-2-yl)propanamide	207.295	0.286	3	0	3	54.45	0.875	13
CN(C)S(=O)(=O)NCC1CCCO1	IMED355208775	dimethyl({[(oxolan-2-yl)methyl]sulfamoyl})amine	208.283	-0.439	3	1	4	58.64	1.0	13
CC(C)N1C=CC(CS(C)(=O)=O)=N1	IMED1221668809	3-(methanesulfonylmethyl)-1-(propan-2-yl)-1H-pyrazole	202.279	1.009	4	0	3	51.96	0.625	13
CC(C)CCNS(=O)(=O)NC(C)C	IMED1618424143	[(3-methylbutyl)sulfamoyl](propan-2-yl)amine	208.327	0.865	2	2	6	58.2	1.0	13
CC(C)CCNS(=O)(=O)NC1CC1	IMED1664999957	(cyclopropylsulfamoyl)(3-methylbutyl)amine	206.311	0.619	2	2	6	58.2	1.0	13
CC(C)NC(=O)NC1CCS(=O)C1	IMED1322739522	1-(1-oxo-1lambda4-thiolan-3-yl)-3-(propan-2-yl)urea	204.295	0.215	2	2	2	58.2	0.875	13
CC(C)NS(=O)(=O)N(C)CC(N)=O	IMED1618459873	2-{methyl[(propan-2-yl)sulfamoyl]amino}acetamide	209.271	-1.354	3	2	5	92.5	0.833	13
